course_title,course_organization,course_type,duration(h),course_language,course_rating,course_difficulty,instructor
Integrating Scripts for Scene Interactions,Unity,100% online,7.0,English,4.8,Intermediate,"Joy Horvath,Unity Technologies"
Integrating Supply Chain by Applying Blockchain Technology ,Coursera Project Network,Split-screen video,2.0,English,4.1,Beginner,Dona Kaid
Integrating Test-Driven Development into Your Workflow,LearnQuest,100% online,16.0,English,4.9,Intermediate,Doug Purcell
Inteligencia Artificial en Power BI ,Coursera Project Network,Split-screen video,2.0,Spanish,4.8,Intermediate,Leire Ahedo
Intellectual Change in Early China: Warring States and Han,The Chinese University of Hong Kong,100% online,23.0,English,4.7,Intermediate,Prof. John Lagerwey
Intellectual Humility: Practice,The University of Edinburgh,100% online,19.0,English,4.7,Beginner,"Dr. Ian Church,Professor Duncan Pritchard,Dr. Emma Gordon"
Intellectual Humility: Science,The University of Edinburgh,100% online,21.0,English,4.7,Beginner,"Dr. Ian Church,Professor Duncan Pritchard,Dr. Emma Gordon"
Intellectual Humility: Theory,The University of Edinburgh,100% online,18.0,English,4.5,Beginner,"Professor Duncan Pritchard,Dr. Ian Church,Dr. Emma Gordon"
Intellectual Property in the Healthcare Industry,University of Pennsylvania,100% online,13.0,English,4.8,Mixed,R. Polk Wagner
Intelligence Tools for the Digital Age ,IE Business School,100% online,8.0,English,4.7,Beginner,Milo Jones 
Intel® Network Academy - Network Transformation 102,Intel,100% online,10.0,English,4.6,Mixed,Intel Network Academy 
Interacting with the System and Managing Memory,Duke University,100% online,26.0,English,4.4,Beginner,"Andrew D. Hilton,Anne Bracy,Genevieve M. Lipp"
Interaction Design Capstone Project,University of California San Diego,100% online,36.0,English,4.6,Mixed,Scott  Klemmer
Interactive Computer Graphics,The University of Tokyo,100% online,28.0,English,4.1,Intermediate,Takeo Igarashi
Interactive Geospatial Visualization:Kepler GL & Jupyter Lab,Coursera Project Network,Split-screen video,2.0,English,3.7,Intermediate,Abdishakur Hassan
Tutorial: Interactive Machine Learning Dashboards using Plotly Dash,Coursera Project Network,Split-screen video,2.0,English,4.5,Intermediate,Ari Anastassiou
Interactive Teaching（インタラクティブ・ティーチング）,The University of Tokyo,100% online,25.0,Japanese,4.1,Mixed,Kayoko Kurita
Interactive Word Embeddings using Word2Vec and Plotly,Coursera Project Network,Split-screen video,2.0,English,4.8,Intermediate,Ari Anastassiou
Interactive eLearning and Assessment with Edulastic,Coursera Project Network,Split-screen video,1.0,English,4.5,Mixed,Rachel Lindsay
Interactivity with JavaScript,University of Michigan,100% online,9.0,English,4.7,Mixed,"Colleen van Lent, Ph.D.,Charles Russell Severance"
Intercultural Communication and Conflict Resolution,"University of California, Irvine",100% online,5.0,English,4.4,Mixed,"Najla DeBow,Amit Kothari"
Intercultural Management,ESCP Business School,100% online,15.0,English,4.6,Beginner,"Kerstin Alfes,Robert Wilken,Chiara Succi,Marion Festing"
Interest Rate Models,École Polytechnique Fédérale de Lausanne,100% online,30.0,English,4.5,Advanced,Damir Filipović
Interest Rate Risk Management,Coursera Project Network,Split-screen video,1.0,English,4.2,Intermediate,"Bekhruzbek Ochilov, ACSI, IGCAP"
Interfacing with the Arduino,"University of California, Irvine",100% online,11.0,English,4.7,Mixed,Ian Harris
Interfacing with the Raspberry Pi,"University of California, Irvine",100% online,12.0,English,4.7,Mixed,Ian Harris
Intermediate Grammar Project,"University of California, Irvine",100% online,25.0,English,4.8,Intermediate,"Tamy Chapman,Brad Gilpin"
Intermediate Intel® Distribution of OpenVINO™ toolkit for Deep Learning Applications,Intel,100% online,5.0,English,4.0,Mixed,"Vu Q Nguyen, Kimberly Karalekas"
Intermediate Object-Oriented Programming for Unity Games,University of Colorado System,100% online,36.0,English,4.6,Intermediate,"Dr. Tim ""Dr. T"" Chamillard"
Intermediate Object-Oriented Programming with Java,Coursera Project Network,Split-screen video,2.0,English,4.6,Intermediate,Harrison Kong
Intermediate PostgreSQL,University of Michigan,100% online,16.0,English,2.4,Mixed,Charles Russell Severance
Intermediate Relational Database and SQL,Coursera Project Network,Split-screen video,2.0,English,4.5,Intermediate,Harrison Kong
International B2B (Business to Business) Marketing,Yonsei University,100% online,9.0,English,4.6,Mixed,Dae Ryun Chang
International Business Capstone,University of London,100% online,11.0,English,4.7,Mixed,Barry McCarthy
International Business Context,University of Colorado Boulder,100% online,15.0,English,4.7,Mixed,Stephen R. Lawrence
International Business Environment,University of London,100% online,10.0,English,4.7,Mixed,Dr Alan Parkinson
International Business I,University of New Mexico,100% online,8.0,English,4.7,Mixed,"Doug E Thomas, Ph.D."
International Business II,University of New Mexico,100% online,7.0,English,4.7,Mixed,"Doug E Thomas, Ph.D."
International Business Operations,University of Colorado Boulder,100% online,12.0,English,3.2,Mixed,Stephen R. Lawrence
International Business Venturing Abroad,University of Colorado Boulder,100% online,12.0,English,5.0,Mixed,Stephen R. Lawrence
International Business and Culture,University of Colorado Boulder,100% online,12.0,English,4.9,Mixed,Stephen R. Lawrence
International Cyber Conflicts,The State University of New York,100% online,9.0,English,4.5,Mixed,"Sanjay Goel,Kevin Williams"
International Entertainment and Sports Marketing,Yonsei University,100% online,11.0,English,4.7,Mixed,Dae Ryun Chang
International Hospitality & Healthcare Services Marketing,Yonsei University,100% online,5.0,English,4.7,Mixed,Sunmee Choi
International Law In Action: Investigating and Prosecuting International Crimes,Universiteit Leiden,100% online,18.0,English,4.8,Mixed,"Carsten Stahn,Sergey Vasiliev"
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,100% online,18.0,English,4.8,Mixed,"Larissa van den Herik,Cecily Rose,Yannick Radi"
International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,100% online,12.0,English,4.8,Mixed,"Eric De Brabandere,Giulia Pinzauti "
International Leadership and Organizational Behavior,Università Bocconi,100% online,17.0,English,4.8,Mixed,Franz Wohlgezogen
International Marketing & Cross Industry Growth Capstone Project  ,Yonsei University,100% online,11.0,English,4.6,Intermediate,Dae Ryun Chang
International Marketing Entry and Execution,Yonsei University,100% online,9.0,English,4.7,Mixed,Dae Ryun Chang
International Nuclear Law: Advanced Concepts,National Research Nuclear University MEPhI,100% online,10.0,English,4.2,Intermediate,Olga Moiseeva
International Organizations Management ,University of Geneva,100% online,18.0,English,4.8,Beginner,"Gilbert Probst,Sebastian Buckup,Bruce Jenks,Stephan Mergenthaler,Cassandra Quintanilla,Lea Stadtler,Claudia Gonzalez Romo,Julian Fleet"
International Security Management,Erasmus University Rotterdam,100% online,9.0,English,4.7,Beginner,"Gabriele Jacobs,Dominique Lapprand,Anthony Thompson,Bernat Vivolas Jordà,Lola Valles,Milton Sousa,Fabio Bisogni,Jonathan Saunders,Alice Raven"
International Water Law,University of Geneva,100% online,10.0,English,4.6,Intermediate,"Laurence Boisson de Chazournes,Makane Moïse Mbengue,Mara Tignino,Komlan Sangbana"
International Women's Health and Human Rights,Stanford University,100% online,58.0,English,4.9,Beginner,Anne Firth Murray
International and Cross-Cultural Negotiation,ESSEC Business School,100% online,12.0,English,4.7,Intermediate,"Aurélien Colson,Alan Jenkins"
International migrations: a global issue,Sciences Po,100% online,23.0,English,4.6,Beginner,Catherine Wihtol De Wenden
Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,100% online,60.0,English,4.8,Mixed,Randal C. Picker
"Internet History, Technology, and Security",University of Michigan,100% online,15.0,English,4.8,Mixed,Charles Russell Severance
Internet of Things Capstone V2: Build a Mobile Surveillance System,University of California San Diego,100% online,5.0,English,4.7,Mixed,"Ganz Chockalingam,Harinath Garudadri"
Internet of Things Capstone: Build a Mobile Surveillance System,University of California San Diego,100% online,5.0,English,3.7,Mixed,"Ganz Chockalingam,Harinath Garudadri"
Internet of Things V2: Setting up and Using Cloud Services,University of California San Diego,100% online,10.0,English,4.7,Mixed,"Ganz Chockalingam,Harinath Garudadri"
Internet of Things: Communication Technologies,University of California San Diego,100% online,6.0,English,4.6,Mixed,"Ganz Chockalingam,Harinath Garudadri"
Internet of Things: How did we get here?,University of California San Diego,100% online,21.0,English,3.9,Mixed,"Harinath Garudadri,Ganz Chockalingam"
Internet of Things: Multimedia Technologies,University of California San Diego,100% online,5.0,English,4.6,Mixed,"Harinath Garudadri,Ganz Chockalingam"
Internet of Things: Sensing and Actuation From Devices,University of California San Diego,100% online,16.0,English,4.5,Mixed,"Ganz Chockalingam,Harinath Garudadri"
Internet of Things: Setting Up Your DragonBoard™ Development Platform,University of California San Diego,100% online,18.0,English,4.2,Mixed,"Ganz Chockalingam,Harinath Garudadri"
Interpersonal Communication for Engineering Leaders,Rice University,100% online,22.0,English,4.8,Mixed,"Gayle Moran,Beata Krupa"
"Interpersonal, Developmental, and Evolutionary Perspectives of the Mind",University of Colorado Boulder,100% online,13.0,English,4.3,Beginner,David Quigley
Interpret Population and Sample Variances in Google Sheets,Coursera Project Network,Split-screen video,2.0,English,5.0,Intermediate,Tricia Bagley
Interpretable Machine Learning Applications: Part 1,Coursera Project Network,Split-screen video,2.0,English,2.2,Beginner,Epaminondas Kapetanios
Interpretable Machine Learning Applications: Part 2,Coursera Project Network,Split-screen video,2.0,English,4.3,Beginner,Epaminondas Kapetanios
Interpretable machine learning applications: Part 3,Coursera Project Network,Split-screen video,2.0,English,3.2,Intermediate,Epaminondas Kapetanios
Interprofessional Healthcare Informatics ,University of Minnesota,100% online,11.0,English,4.4,Mixed,"Karen  Monsen, Ph.D., RN, FAAN"
Interventions and Calibration,Imperial College London,100% online,24.0,English,4.6,Intermediate,Nimalan Arinaminpathy
Interview Research and Preparation,"University of Maryland, College Park",100% online,20.0,English,4.6,Intermediate,Charles Duquette
Intimacy of Creativity: Entering the Minds of Composers,The Hong Kong University of Science and Technology,100% online,5.0,English,4.6,Intermediate,"Bright Sheng,Ilari Kaila,Isaac Droscha"
"Intro to AR/VR/MR/XR: Technologies, Applications & Issues",University of Michigan,100% online,28.0,English,4.9,Beginner,Michael Nebeling
Intro to Acoustics (Part 1),Korea Advanced Institute of Science and Technology(KAIST),100% online,14.0,English,4.5,Intermediate,Yang-Hann Kim
"Intro to Analytic Thinking, Data Science, and Data Mining","University of California, Irvine",100% online,7.0,English,4.0,Intermediate,"Dursun Delen,Julie Pai"
Intro to Digital Manufacturing with Autodesk Fusion 360,Autodesk,100% online,12.0,English,4.6,Beginner,Autodesk
Intro to International Marketing,Yonsei University,100% online,8.0,English,4.7,Mixed,Dae Ryun Chang
Intro to Programming With C#: Build A Word Guessing Game,Coursera Project Network,Split-screen video,1.0,English,2.7,Beginner,Youssef Khaled
Intro to Scheduling with When I Work,Coursera Project Network,Split-screen video,2.0,English,4.6,Beginner,Abby Saey
Intro to TensorFlow em Português Brasileiro,Google Cloud,100% online,18.0,Portuguese (Brazilian),4.6,Intermediate,Google Cloud Training
Intro to TensorFlow en Español,Google Cloud,100% online,18.0,Spanish,4.4,Intermediate,Google Cloud Training
Intro to TensorFlow en Français,Google Cloud,100% online,19.0,French,3.6,Intermediate,Google Cloud Training
Intro to TensorFlow 日本語版,Google Cloud,100% online,19.0,Japanese,3.7,Intermediate,Google Cloud Training
Intro to Time Series Analysis in R,Coursera Project Network,Split-screen video,2.0,English,4.4,Beginner,Vinod Bakthavachalam
Introducción a Azure Data Factory para Big Data,Coursera Project Network,Split-screen video,2.0,Spanish,4.7,Advanced,Leire Ahedo
Introducción a CRM con HubSpot,Coursera Project Network,Split-screen video,2.0,Spanish,3.3,Mixed,Erin Bill
Introducción a Contenedores con Docker y Kubernetes ,IBM,100% online,11.0,Spanish,2.3,Beginner,"Alex Parker,Upkar Lidder"
Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,100% online,47.0,Spanish,4.7,Beginner,Carlos Ernesto López Natarén
Introducción a Google Analytics,Coursera Project Network,Split-screen video,2.0,Spanish,4.2,Beginner,Andrés Solano
Introducción a Java,Universidad Nacional Autónoma de México,100% online,30.0,Spanish,4.2,Beginner,Elisa Viso Gurovich
Introducción a Lean Six Sigma,Tecnológico de Monterrey,100% online,27.0,Spanish,4.7,Mixed,"Alberto Adán Caballero Gómez,Mohammad Reza Azarang Esfandiari"
Introducción a Pandas para Data Science,Coursera Project Network,Split-screen video,2.0,Spanish,4.9,Beginner,Juan Pablo Yepes
Introducción a PicsArt para Redes Sociales ,Coursera Project Network,Split-screen video,2.0,Spanish,3.3,Beginner,Michelle Flores
Introducción a Scala en Big data con Databricks,Coursera Project Network,Split-screen video,2.0,Spanish,2.8,Intermediate,Nestor Nicolas Campos Rojas
Introducción a UML,Universidad de los Andes,100% online,10.0,Spanish,4.6,Mixed,"Juan Pablo Reyes Gómez,Rubby Casallas"
Introducción a bases de datos NoSQL con MongoDB,Coursera Project Network,Split-screen video,2.0,Spanish,4.8,Beginner,Nestor Nicolas Campos Rojas
Introducción a computación serverless con AWS Lambda,Coursera Project Network,Split-screen video,2.0,Spanish,2.9,Intermediate,Nestor Nicolas Campos Rojas
Introducción a computación serverless con Azure Functions,Coursera Project Network,Split-screen video,2.0,Spanish,2.3,Intermediate,Nestor Nicolas Campos Rojas
Introducción a contenedores y Docker,Coursera Project Network,Split-screen video,2.0,Spanish,2.3,Intermediate,Nestor Nicolas Campos Rojas
Introducción a la Computación en la Nube,IBM,100% online,12.0,English,4.8,Mixed,Rav Ahuja
Introducción a la Contabilidad Financiera,IESE Business School,100% online,14.0,Spanish,4.9,Beginner,Edi Soler
Introducción a la Contabilidad Financiera,University of Pennsylvania,100% online,13.0,Spanish,4.6,Mixed,Brian J Bushee
Introducción a la Gestión de Operaciones,University of Pennsylvania,100% online,12.0,Spanish,4.2,Mixed,Christian Terwiesch
Introducción a la Ingeniería Gastronómica - ¡Ciencia en la Cocina!,Pontificia Universidad Católica de Chile,100% online,20.0,Spanish,3.2,Mixed,"José Miguel Aguilera Radic,María Carolina Moreno Constenla"
Introducción a la Minería de Datos,Pontificia Universidad Católica de Chile,100% online,78.0,Spanish,4.6,Beginner,Karim Pichara Baksai
Introducción a la Neurociencia,Universidad de Palermo,100% online,12.0,Spanish,4.8,Beginner,Carol Dillon
Introducción a la Psicología,Universidad Austral,100% online,12.0,Spanish,3.6,Beginner,"Susana Levantini,María Josefina Gonzalez Aguilar"
